code_grade_NEG;code_etat_grade;libelle_grade_NEG;code_FP;code_grade_NEG_rempl;date_supp_remp_grille;code_etat_grade_rempl;libelle_grade_NEG_rempl
0226;8;ATTACHE DE CONSERVATION DU PATRIMOINE DE 1ERE CLASSE;110;0599;06/02/1998;1;ATTACHE DE CONSERVATION DU PATRIMOINE
0227;8;ATTACHE DE CONSERVATION DU PATRIMOINE DE 2EME CLASSE;110;0599;06/02/1998;1;ATTACHE DE CONSERVATION DU PATRIMOINE
0228;8;ASSISTANT DE CONSERVATION HORS CLASSE;110;0530;01/01/1997;8;ASSISTANT CONSERV PATRIMOINE BIBLIOTHEQUE HORS CL
0229;8;ASSISTANT DE CONSERVATION DE 1ERE CLASSE;110;0546;01/08/1995;8;ASSISTANT CONSERV PATRIMOINE BIBLIO 2EME CLASSE
0231;8;BIBLIOTHECAIRE TERRITORIAL DE 1ERE CLASSE;110;0600;06/02/1998;1;BIBLIOTHECAIRE TERRITORIAL
0232;8;BIBLIOTHECAIRE TERRITORIAL DE 2EME CLASSE;110;0600;06/02/1998;1;BIBLIOTHECAIRE TERRITORIAL
0233;8;AGENT QUALIFIE DU PATRIMOINE HORS CLASSE;110;0806;01/11/2006;1;ADJOINT DU PATRIMOINE PRINCIPAL DE 1ERE CLASSE
0234;8;AGENT QUALIFIE DU PATRIMOINE DE 1ERE CLASSE;110;0803;01/11/2006;1;ADJOINT DU PATRIMOINE PRINCIPAL DE 2EME CLASSE
0235;8;AGENT QUALIFIE DU PATRIMOINE DE 2EME CLASSE;110;0802;01/11/2006;1;ADJOINT DU PATRIMOINE DE 1ERE CLASSE
0236;8;AGENT TERRITORIAL DU PATRIMOINE DE 1ERE CLASSE;110;0770;01/11/2005;8;AGENT DU PATRIMOINE
0237;8;AGENT TERRITORIAL DU PATRIMOINE DE 2EME CLASSE;110;0770;01/11/2005;8;AGENT DU PATRIMOINE
0240;8;ASSISTANT SPECIALISE D ENSEIGNEMENT ARTISTIQUE;110;1006;01/04/2012;1;ASSISTANT ENSEIGNEMENT ARTISTIQ PRINC 1ERE CL (3EME GRADE)
0241;8;ASSISTANT D ENSEIGNEMENT ARTISTIQUE;110;1003;01/04/2012;1;ASSISTANT ENSEIGNEMENT ARTISTIQUE PRINC 2EME CL (2EME GRADE)
0242;8;CONSERVATEUR DU PATRIMOINE DE 2EME CLASSE* (1ERE CAT);110;0219;02/04/1996;8;CONSERVATEUR DU PATRIMOINE DE 2EME CLASSE*(2EME CAT)
0244;8;CONSERVATEUR DE BIBLIOTHEQUE 2EME CLASSE*(2EME CAT);110;0956;01/01/2010;1;CONSERVATEUR DE BIBLIOTHEQUES
0249;8;AGENT TECHNIQUE (A P DE PARIS);610;0930;07/04/2008;1;AGENT DE MAITRISE (A P DE PARIS)
0250;8;AGENT TECHNIQUE PRINCIPAL (A P DE PARIS)(E06);610;0931;07/04/2008;1;AGENT DE MAITRISE PRINCIPAL (A P DE PARIS)(E06)
0251;8;OUVRIER D ETAT 1ERE CAT (A P DE PARIS);610;0934;07/04/2008;1;OUVRIER PROFESSIONNEL QUALIFIE (A P DE PARIS)
0254;8;OUVRIER PROFESSIONNEL (A P DE PARIS);610;0934;07/04/2008;1;OUVRIER PROFESSIONNEL QUALIFIE (A P DE PARIS)
0255;8;OUVRIER PROFESSIONNEL PRINCIPAL (A P DE PARIS);610;0934;07/04/2008;1;OUVRIER PROFESSIONNEL QUALIFIE (A P DE PARIS)
0256;8;OUVRIER BLANCHISSEUR 1ERE CAT (A P DE PARIS);610;0935;07/04/2008;1;BLANCHISSEUR OUVRIER PROF QUAL (A P DE PARIS)
0259;8;OUVRIER PROFESSIONNEL BLANCHISSEUR (A P DE PARIS);610;0935;07/04/2008;1;BLANCHISSEUR OUVRIER PROF QUAL (A P DE PARIS)
0260;8;BLANCHISSEUR OUVRIER PROF PRINC (A P DE PARIS);610;0935;07/04/2008;1;BLANCHISSEUR OUVRIER PROF QUAL (A P DE PARIS)
0264;8;ASSISTANT CONSERV PATRIMOINE BIBLIO 2EME CL;110;0546;01/08/1995;8;ASSISTANT CONSERV PATRIMOINE BIBLIO 2EME CLASSE
0265;8;INSPECTEUR TERRITORIAL DE SURVEILLANCE ET MAGASINAGE DU PATR;110;0546;01/08/1995;8;ASSISTANT CONSERV PATRIMOINE BIBLIO 2EME CLASSE
0266;8;ASSISTANT QUAL CONSERV PATRIMOINE BIBLIO HORS CL;110;0994;01/12/2011;1;ASSISTANT CONSERVATION PRINCIPAL 1ERE CL (3E GRADE)
0267;8;ASSISTANT QUAL CONSERV PATRIMOINE BIBLIO 1ERE CL;110;0994;01/12/2011;1;ASSISTANT CONSERVATION PRINCIPAL 1ERE CL (3E GRADE)
0268;8;ASSISTANT QUAL CONSERV PATRIMOINE BIBLIO 2EME CL;110;0993;01/12/2011;1;ASSISTANT CONSERVATION PRINCIPAL 2EME CL (2EME GRADE)
0269;8;PEDICURE-PODOLOGUE SURVEILLANT-CHEF DES SERVICES MEDICAUX;510;0696;01/01/2002;1;PEDICURE PODOLOGUE CADRE SUPERIEUR DE SANTE (*)
0270;8;MASSEUR-KINESITHERAPEUTE SURVEILLANT-CHEF DES SERVICES MEDIC;510;0697;01/01/2002;1;MASSEUR KINESITHERAPEUTE CADRE SUPERIEUR DE SANTE (*)
0271;8;ERGOTHERAPEUTE SURVEILLANT-CHEF DES SERVICES MEDICAUX;510;0699;01/01/2002;1;ERGOTHERAPEUTE CADRE SUPERIEUR DE SANTE (*)
0272;8;PSYCHOMOTRICIEN SURVEILLANT-CHEF DES SERVICES MEDICAUX;510;0700;01/01/2002;1;PSYCHOMOTRICIEN CADRE SUPERIEUR DE SANTE (*)
0273;8;ORTHOPHONISTE SURVEILLANT-CHEF DES SERVICES MEDICAUX;510;0701;01/01/2002;1;ORTHOPHONISTE CADRE SUPERIEUR DE SANTE (*)
0274;8;ORTHOPTISTE SURVEILLANT-CHEF DES SERVICES MEDICAUX;510;0702;01/01/2002;1;ORTHOPTISTE CADRE SUPERIEUR DE SANTE (*)
0275;8;DIETETICIEN SURVEILLANT-CHEF DES SERVICES MEDICAUX;510;0703;01/01/2002;1;DIETETICIEN CADRE SUPERIEUR DE SANTE (*)
0276;8;INFIRMIER SURVEILLANT-CHEF DES SERVICES MEDICAUX;510;0693;01/01/2002;1;INFIRMIER CADRE SUPERIEUR DE SANTE (*)
0277;8;INFIRMIER SURVEILLANT-CHEF DE SALLE D'OPERATION DES SERVICES;510;0694;01/01/2002;1;INFIRMIER BLOC OPERATOIRE CADRE SUP DE SANTE (*)
0278;8;INFIRMIER SURVEILLANT-CHEF ANESTHESIE-REANIMATION DES;510;0695;01/01/2002;1;INFIRMIER ANESTHESISTE CADRE SUPERIEUR DE SANTE (*)
0279;8;PUERICULTRICE SURVEILLANTE-CHEF DES SERVICES MEDICAUX;510;0698;01/01/2002;1;PUERICULTRICE CADRE SUPERIEUR DE SANTE (*)
0280;8;TECHNICIEN DE LABORATOIRE SURVEILLANT CHEF;510;0705;01/01/2002;1;TECHNICIEN DE LABORATOIRE CADRE SUPERIEUR DE SANTE (*)
0281;8;MANIPULATEUR D'ELECTRORADIOLOGIE SURVEILLANT-CHEF;510;0706;01/01/2002;1;MANIPULATEUR D'ELECTRORADIOLOGIE CADRE SUP DE SANTE (*)
0282;8;AGENT DU SERVICE INTERIEUR HORS CATEGORIE;510;0435;01/08/1996;8;AGENT D'ENTRETIEN SPECIALISE *
0283;8;AGENT DES SERVICES HOSPITALIERS HORS CATEGORIE(*);510;0201;01/07/2000;8;AGENT SERVICES HOSP QUALIFIE 2EME CATEGORIE
0284;8;EDUCATEUR HORS CL DES A P S;110;0529;01/01/1997;8;EDUCATEUR HORS CL DES A P S
0285;8;EDUCATEUR DE 1ERE CL DES A P S;110;0538;01/08/1995;8;EDUCATEUR 2EME CL ACTIVITES PHYSIQUES ET SPORTIVES
0286;8;EDUCATEUR DE 2EME CL DES A P S;110;0538;01/08/1995;8;EDUCATEUR 2EME CL ACTIVITES PHYSIQUES ET SPORTIVES
0287;8;CONSEILLER TERRITORAL PRINCIPAL;110;0512;01/08/1994;1;CONSEILLER PRINCIPAL DE 1ERE CLASSE DES ACTIVITES PHYSIQUES
0287;8;CONSEILLER TERRITORAL PRINCIPAL;110;0513;01/08/1994;1;CONSEILLER PRINCIPAL DE 2EME CLASSE DES ACTIVITES PHYSIQUES
0288;8;CONSEILLER TERRITORIAL DE PREMIERE CLASSE;110;0437;01/08/1993;1;CONSEILLER DES ACTIVITES PHYSIQUES ET SPORTIVES
0289;8;CONSEILLER TERRITORIAL DE DEUXIEME CLASSE;110;0437;01/08/1993;1;CONSEILLER DES ACTIVITES PHYSIQUES ET SPORTIVES
0296;8;SAPEUR DE DEUXIEME CLASSE * TOTALITE MAJORATION;110;0903;15/06/2007;8;SAPEUR *TOTALITE MAJORATION*
0298;8;SAPEUR DE PREMIERE CLASSE * TOTALITE MAJORATION;110;0903;15/06/2007;8;SAPEUR *TOTALITE MAJORATION*
0308;8;LIEUTENANT * TOTALITE MAJORATION;110;0317;01/08/1991;8;LIEUTENANT DE DEUXIEME CLASSE * TOTALITE MAJORATION
0313;8;LIEUTENANT CHEF DE SECTION PRINCIPAL * TOTALITE MAJORATION;110;0319;01/08/1991;8;LIEUTENANT DE PREMIERE CLASSE * TOTALITE MAJORATION
0317;8;LIEUTENANT DE DEUXIEME CLASSE * TOTALITE MAJORATION;110;0716;01/01/2002;1;LIEUTENANT/GRADE PROVISOIRE * TOTALITE MAJORATION
0319;8;LIEUTENANT DE PREMIERE CLASSE * TOTALITE MAJORATION;110;0714;01/01/2002;8;LIEUTENANT *TOTALITE MAJORATION*
0321;8;LIEUTENANT HORS CLASSE * TOTALITE MAJORATION;110;0714;01/01/2002;8;LIEUTENANT *TOTALITE MAJORATION*
0323;8;CAPITAINE * TOTALITE MAJORATION;110;0550;01/08/1993;1;CAPITAINE * TOTALITE MAJORATION
0325;8;COMMANDANT * TOTALITE MAJORATION;110;0609;01/08/1996;1;COMMANDANT * TOTALITE MAJORATION
0327;8;LIEUTENANT COLONEL * TOTALITE MAJORATION;110;0610;01/08/1996;1;LIEUTENANT COLONEL * TOTALITE MAJORATION
0328;8;LIEUTENANT CHEF DE SECTION * TOTALITE MAJORATION;110;0317;01/08/1991;8;LIEUTENANT DE DEUXIEME CLASSE * TOTALITE MAJORATION
0332;8;COLONEL * TOTALITE MAJORATION;110;0608;01/01/1998;1;COLONEL * TOTALITE MAJORATION
0334;8;CONSEILLER TERRITORIAL SOCIO-EDUCATIF;110;1076;13/06/2013;1;CONSEILLER SOCIO-EDUCATIF
0337;8;EDUCATEUR DE JEUNES ENFANTS;110;0534;01/08/1995;1;EDUCATEUR DE JEUNES ENFANTS
0338;8;EDUCATEUR PRINCIPAL DE JEUNES ENFANTS;110;0534;01/08/1995;1;EDUCATEUR DE JEUNES ENFANTS
0339;8;EDUCATEUR CHEF DE JEUNES ENFANTS;110;0531;01/01/1997;8;EDUCATEUR CHEF DE JEUNES ENFANTS
0340;8;MONITEUR EDUCATEUR;110;1072;13/06/2013;1;MONITEUR EDUC INTERVENANT FAMILIAL (1ER GRADE)
0342;8;AGENT SOCIAL;110;0343;03/11/2005;8;AGENT SOCIAL QUALIFIE DE 2E CLASSE
0343;8;AGENT SOCIAL QUALIFIE DE 2E CLASSE;110;0807;01/11/2006;1;AGENT SOCIAL DE 2EME CLASSE
0344;8;AGENT SOCIAL QUALIFIE DE 1ERE CLASSE;110;0808;01/11/2006;1;AGENT SOCIAL DE 1ERE CLASSE
0352;8;;110;0721;01/08/2003;1;SAGE FEMME DE CLASSE NORMALE
0352;8;;110;0722;01/08/2003;1;SAGE FEMME DE CLASSE SUPERIEURE
0353;8;;110;0723;01/08/2003;1;SAGE-FEMME DE CLASSE EXCEPTIONNELLE
0355;8;;110;0723;01/08/2003;1;SAGE-FEMME DE CLASSE EXCEPTIONNELLE
0356;8;;110;0725;01/08/2003;1;PUERICULTRICE CADRE SUPERIEUR DE SANTE (*)
0358;8;;110;0438;01/08/1993;1;
0360;8;;110;0438;01/08/1993;1;
0362;8;;110;0724;01/01/2004;1;PUERICULTRICE CADRE DE SANTE (*)
0363;8;INFIRMIER TERRITORIAL CLASSE NORMALE;110;0439;01/08/1993;1;INFIRMIER DE CLASSE NORMALE (*)
0364;8;INFIRMIER HORS CLASSE;110;0726;01/01/2004;1;INFIRMIER CADRE DE SANTE
0365;8;INFIRMIER DE CLASSE SUPERIEURE;110;0439;01/08/1993;1;INFIRMIER DE CLASSE NORMALE (*)
0366;8;REEDUCATEUR CLASSE NORMALE;110;0440;01/08/1993;8;REEDUCATEUR DE CLASSE NORMALE
0367;8;REEDUCATEUR HORS CLASSE;110;0727;01/01/2004;1;REEDUCATEUR CADRE DE SANTE
0368;8;REEDUCATEUR CLASSE SUPERIEURE;110;0440;01/08/1993;8;REEDUCATEUR DE CLASSE NORMALE
0370;8;AUXILIAIRE DE PUERICULTURE PRINCIPAL;110;0813;01/11/2006;1;AUXILIAIRE DE PUERICULTURE DE 1ERE CL
0373;8;AUXILIAIRE DE SOINS PRINCIPAL;110;0816;01/11/2006;1;AUXILIAIRE DE SOINS DE 1ERE CLASSE
0374;8;BIOLOGISTE TERRITORIAL 2EME CL;110;0989;01/01/2012;1;BIOLOGISTE CL NORMALE
0375;8;VETERINAIRE TERRITORIAL 2EME CL;110;0990;01/01/2012;1;VETERINAIRE CL NORMALE
0376;8;PHARMACIEN TERRITORIAL 2EME CL;110;0991;01/01/2012;1;PHARMACIEN CL NORMALE
0377;8;BIOLOGISTE DE 1ERE CL;110;0989;01/01/2012;1;BIOLOGISTE CL NORMALE
0378;8;VETERINAIRE DE 1ERE CL;110;0990;01/01/2012;1;VETERINAIRE CL NORMALE
0379;8;PHARMACIEN DE 1ERE CL;110;0991;01/01/2012;1;PHARMACIEN CL NORMALE
0384;8;MANIPULATEUR D'ELECTRORADIOLOGIE DE CLASSE NORMALE;110;0441;01/08/1993;1;MANIPULATEUR D'ELECTRORADIOLOGIE DE CLASSE NORMALE *
0385;8;MANIPULATEUR D'ELECTRORADIOLOGIE DE CLASSE SUPERIEURE;110;0441;01/08/1993;1;MANIPULATEUR D'ELECTRORADIOLOGIE DE CLASSE NORMALE *
0387;8;ASSISTANT QUALIFIE DE LABORATOIRE CL NORMALE;110;0442;01/08/1993;8;ASSISTANT MEDICO-TECHNIQUE CL NORMALE (ASSIST QUAL DE LABO)
0388;8;ASSISTANT QUALIFIE DE LABORATOIRE CL SUPERIEURE;110;0442;01/08/1993;8;ASSISTANT MEDICO-TECHNIQUE CL NORMALE (ASSIST QUAL DE LABO)
0389;8;ASSISTANT MEDICO-TECHNIQUE HORS CL (ASSIST QUAL DE LABO);110;0728;01/01/2004;1;ASSISTANT MEDICO-TECHNIQUE CADRE DE SANTE
0390;8;AIDE MEDICO-TECHNIQUE;110;0391;03/11/2005;8;AIDE MEDICO-TECHNIQUE QUALIFIE
0391;8;AIDE MEDICO-TECHNIQUE QUALIFIE;110;0793;01/11/2006;1;ADJOINT TECHNIQUE DE 2EME CLASSE
0393;8;SECRETAIRE MEDICO-SOCIAL;110;0543;01/08/1995;8;REDACTEUR
0394;8;SECRETAIRE MEDICO-SOCIAL EN CHEF;110;0527;01/01/1997;8;REDACTEUR CHEF
0395;8;SECRETAIRE MEDICO-SOCIAL PRINCIPAL;110;0543;01/08/1995;8;REDACTEUR
0399;8;INFIRMIER AUTORISE TERRITORIAL DE CLASSE NORMALE;110;0439;01/08/1993;1;INFIRMIER DE CLASSE NORMALE (*)
0403;8;AGENT TECHNIQUE COORD 2EME CAT (A P DE PARIS);610;0927;07/04/2008;8;AGENT CHEF DE 2EME CAT (A P DE PARIS)
0404;8;AGENT TECHNIQUE COORD 1ERE  CAT (A P DE PARIS);610;0928;07/04/2008;8;AGENT CHEF DE 1ERE CAT ( A P DE PARIS)
0406;8;INGENIEUR EN CHEF HORS CL (A P DE PARIS);610;0921;07/04/2008;1;INGENIEUR EN CHEF CL EXCEPT (A P DE PARIS)
0407;8;INGENIEUR EN CHEF 1ERE CL (A P DE PARIS);610;0921;07/04/2008;1;INGENIEUR EN CHEF CL EXCEPT (A P DE PARIS)
0408;8;INGENIEUR EN CHEF 2EME CL (A P DE PARIS);610;0920;07/04/2008;1;INGENIEUR EN CHEF CL NORMALE (A P DE PARIS)
0410;8;INGENIEUR SUBDIVISIONNAIRE (A P DE PARIS);610;0919;07/04/2008;1;INGENIEUR (A P DE PARIS)
0411;8;ADJOINT DES CADRES TECHN CL EXCEPT (A P DE PARIS);610;0571;01/08/1996;8;TECHNICIEN SUPER CHEF (ADJ CAD TECH CL EXCEP)(A P DE PARIS)
0412;8;ADJOINT DES CADRES TECHN CL SUPER (A P DE PARIS);610;0572;01/08/1996;8;TECHNICIEN SUPER (ADJ CAD TECH CL NOR)(A P DE PARIS)
0413;8;ADJOINT DES CADRES TECHN CL NORMALE (A P DE PARIS);610;0572;01/08/1996;8;TECHNICIEN SUPER (ADJ CAD TECH CL NOR)(A P DE PARIS)
0418;8;ASSISTANT SOCIO-EDUCATIF;510;1094;07/02/2014;1;ASSISTANT SOCIO-EDUCATIF PRINCIPAL
0419;8;CONSEILLER EN ECONOMIE SOCIALE ET FAMILIALE;510;1095;07/02/2014;1;CONSEILLER EN ECONOMIE SOCIALE FAMILIALE CL NORMALE
0420;8;CONSEILLER EN ECONOMIE SOCIALE FAMILIALE PRINCIPAL;510;1096;07/02/2014;1;CONSEILLER EN ECONOMIE SOCIALE FAMILIALE CL SUPERIEURE
0421;8;ANIMATEUR;510;1091;07/02/2014;1;ANIMATEUR PRINCIPAL DE 2EME CL (2EME GRADE)
0422;8;EDUCATEUR TECHNIQUE SPECIALISE;510;0853;08/08/2007;1;EDUCATEUR TECHNIQUE SPECIALISE CL NORMALE
0428;8;EDUCATEUR DE JEUNES ENFANTS DE CLASSE NORMALE;510;0569;01/08/1996;8;EDUCATEUR DE JEUNES ENFANTS DE CLASSE NORMALE
0429;8;EDUCATEUR DE JEUNES ENFANTS DE CLASSE SUPERIEURE;510;0569;01/08/1996;8;EDUCATEUR DE JEUNES ENFANTS DE CLASSE NORMALE
0430;8;EDUCATEUR DE JEUNES ENFANTS DE CLASSE EXCEPTIONNELLE;510;0561;01/08/1996;8;EDUCATEUR DE JEUNES ENFANTS DE CLASSE EXCEPTIONNELLE
0434;8;AGENT SERVICES HOSP QUALIFIE 1ERE CATEGORIE;510;0773;27/02/2006;1;AGENT SERVICE HOSP QUALIFIE CLASSE NORMALE
0435;8;AGENT D'ENTRETIEN SPECIALISE *;510;0433;27/02/2006;1;AGENT D'ENTRETIEN QUALIFIE
0440;8;REEDUCATEUR DE CLASSE NORMALE;110;1077;01/04/2013;1;TECHNICIEN PARAMEDICAL CL NORMALE
0442;8;ASSISTANT MEDICO-TECHNIQUE CL NORMALE (ASSIST QUAL DE LABO);110;1077;01/04/2013;1;TECHNICIEN PARAMEDICAL CL NORMALE
0452;8;INFIRMIER SECTEUR PSYCHIATRIQUE CL NORMALE;510;0451;01/08/1993;1;INFIRMIER DE CLASSE NORMALE(*)
0453;8;INFIRMIER AUTORISE DE CLASSE NORMALE;510;0451;01/08/1993;1;INFIRMIER DE CLASSE NORMALE(*)
0454;8;INFIRMIER SPECIALISE ECHELLE INFIRMIER DE BLOC OPERATOIRE DE;510;0451;01/08/1993;1;INFIRMIER DE CLASSE NORMALE(*)
0467;8;ATTACHE DE PREMIERE CLASSE;110;0443;01/08/1993;1;ATTACHE
0468;8;CONSEILLER TERRITORIAL DE PREMIERE CLASSE;110;0437;01/08/1993;1;CONSEILLER DES ACTIVITES PHYSIQUES ET SPORTIVES
0469;8;ATTACHE DE DEUXIEME CLASSE;110;0443;01/08/1993;1;ATTACHE
0470;8;CONSEILLER DE DEUXIEME CLASSE DES ACTIVITES PHYSIQUES ET;110;0437;01/08/1993;1;CONSEILLER DES ACTIVITES PHYSIQUES ET SPORTIVES
0488;8;GARDIEN PRINCIPAL DE POLICE MUNICIPALE;110;0788;18/11/2006;1;GARDIEN DE POLICE MUNICIPALE
0489;8;GARDIEN DE POLICE MUNICIPALE;110;0788;18/11/2006;1;GARDIEN DE POLICE MUNICIPALE
0490;8;BRIGADIER DE POLICE MUNICIPALE;110;0491;01/04/1998;8;BRIGADIER/BRIGADIER CHEF DE POLICE MUNICIPALE
0491;8;BRIGADIER/BRIGADIER CHEF DE POLICE MUNICIPALE;110;0789;18/11/2006;1;BRIGADIER DE POLICE MUNICIPALE
0496;8;PERSONNEL DE DIRECTION HORS CL ETBTS PUBS SOCIAUX;510;0676;01/01/2002;8;DIRECTEUR HORS CL ETS SOCIAUX/MEDICO-SOCIAUX
0497;8;PERSONNEL DE DIRECTION 1ERE CL ETABS PUBS SOCIAUX;510;0675;01/01/2002;8;DIRECTEUR CL NORMALE ETS SOCIAUX/MEDICO-SOCIAUX
0498;8;PERSONNEL DE DIRECTION 2EME CL ETABS PUBS SOCIAUX;510;0675;01/01/2002;8;DIRECTEUR CL NORMALE ETS SOCIAUX/MEDICO-SOCIAUX
0509;8;DIRECTEUR TERRITORIAL;110;0556;01/08/1994;1;DIRECTEUR TERRITORIAL
0510;8;ATTACHE PRINCIPAL DE PREMIERE CLASSE;110;0783;01/12/2006;1;ATTACHE PRINCIPAL
0511;8;ATTACHE PRINCIPAL DE DEUXIEME CLASSE;110;0557;01/08/1994;8;ATTACHE PRINCIPAL DE DEUXIEME CLASSE
0517;8;ASSISTANT MEDICO-TECHNIQUE CL SUPERIEURE (ASSIST QUAL LABO);110;1078;01/04/2013;1;TECHNICIEN PARAMEDICAL CL SUPERIEURE
0518;8;REEDUCATEUR DE CLASSE SUPERIEURE;110;1078;01/04/2013;1;TECHNICIEN PARAMEDICAL CL SUPERIEURE
0521;8;TECHNICIEN SUPERIEUR CHEF (ADJOINT TECHN CL EXCEPTIONNELLE);510;0982;30/06/2011;1;TECHNICIEN SUPERIEUR HOSP 1ERE CL (3EME GRADE)
0523;8;SECRETAIRE MEDICAL CL EXCEPTIONNELLE;510;0985;16/06/2011;1;ASSISTANT MEDICO ADM CL EXCEPT (3EME GRADE)
0524;8;ATTACHE PRINCIPAL DE DEUXIEME CLASSE (**);110;0557;01/08/1994;8;ATTACHE PRINCIPAL DE DEUXIEME CLASSE
0525;8;DIRECTEUR TERRITORIAL (**);110;0556;01/08/1994;1;DIRECTEUR TERRITORIAL
0526;8;DIRECTEUR TERRITORIAL (***);110;0556;01/08/1994;1;DIRECTEUR TERRITORIAL
0527;8;REDACTEUR CHEF;110;1028;01/08/2012;1;REDACTEUR PRINCIPAL 1ERE CLASSE (3EME GRADE)
0528;8;TECHNICIEN SUPERIEUR CHEF (TECHNICIEN CHEF);110;0960;01/12/2010;1;TECHNICIEN PRINCIPAL 1ERE CLASSE (3EME GRADE)
0529;8;EDUCATEUR HORS CL DES A P S;110;0976;01/06/2011;1;EDUCATEUR PRINCIPAL DE 1ERE CL DES APS (3EME GRADE)
0530;8;ASSISTANT CONSERV PATRIMOINE BIBLIOTHEQUE HORS CL;110;0994;01/12/2011;1;ASSISTANT CONSERVATION PRINCIPAL 1ERE CL (3E GRADE)
0531;8;EDUCATEUR CHEF DE JEUNES ENFANTS;110;1080;13/06/2013;1;EDUCATEUR PRINCIPAL DE JEUNES ENFANTS
0532;8;EDUCATEUR CHEF DE JEUNES ENFANTS (GRADE PROVISOIRE);110;0531;01/01/1997;8;EDUCATEUR CHEF DE JEUNES ENFANTS
0533;8;EDUCATEUR PRINCIPAL DE JEUNES ENFANTS;110;0534;13/06/2013;1;EDUCATEUR DE JEUNES ENFANTS
0535;8;TECHNICIEN CHEF (GRADE PROVISOIRE);110;0528;01/01/1997;8;TECHNICIEN SUPERIEUR CHEF (TECHNICIEN CHEF)
0536;8;TECHNICIEN SUPERIEUR PRINCIPAL (TECHNICIEN PRINCIPAL);110;0960;01/12/2010;1;TECHNICIEN PRINCIPAL 1ERE CLASSE (3EME GRADE)
0537;8;TECHNICIEN SUPERIEUR (TECHNICIEN);110;0959;01/12/2010;1;TECHNICIEN PRINCIPAL 2EME CLASSE (2EME GRADE)
0538;8;EDUCATEUR 2EME CL ACTIVITES PHYSIQUES ET SPORTIVES;110;0974;01/06/2011;1;EDUCATEUR DES A P S (1ER GRADE)
0539;8;EDUCATEUR 1ERE CL ACTIVITES PHYSIQUES ET SPORTIVES;110;0975;01/06/2011;1;EDUCATEUR PRINCIPAL DE 2EME CL DES APS (2EME GRADE)
0540;8;EDUCATEUR HORS CL DES A P S;110;0529;01/01/1997;8;EDUCATEUR HORS CL DES A P S
0542;8;REDACTEUR PRINCIPAL;110;1026;01/08/2012;1;REDACTEUR PRINCIPAL 2EME CLASSE (2EME GRADE)
0543;8;REDACTEUR;110;1025;01/08/2012;1;REDACTEUR (1ER GRADE)
0544;8;ASSISTANT CONSERV PATRIMOINE BIBLIO HORS CL (GR PROVISOIRE);110;0530;01/01/1997;8;ASSISTANT CONSERV PATRIMOINE BIBLIOTHEQUE HORS CL
0545;8;ASSISTANT CONSERV PATRIMOINE BIBLIO 1ERE CL;110;0993;01/12/2011;1;ASSISTANT CONSERVATION PRINCIPAL 2EME CL (2EME GRADE)
0546;8;ASSISTANT CONSERV PATRIMOINE BIBLIO 2EME CLASSE;110;0992;01/12/2011;1;ASSISTANT CONSERVATION (1ER GRADE)
0547;8;REDACTEUR CHEF ( GRADE PROVISOIRE );110;0527;01/01/1997;8;REDACTEUR CHEF
0548;8;CONTROLEUR DE TRAVAUX;110;0958;01/12/2010;1;TECHNICIEN (1ER GRADE)
0549;8;CONTROLEUR DE TRAVAUX PRINCIPAL;110;0959;01/12/2010;1;TECHNICIEN PRINCIPAL 2EME CLASSE (2EME GRADE)
0553;8;AGENT DES SERVICES HOSPITALIERS*;510;0201;01/07/2000;8;AGENT SERVICES HOSP QUALIFIE 2EME CATEGORIE
0557;8;ATTACHE PRINCIPAL DE DEUXIEME CLASSE;110;0783;01/12/2006;1;ATTACHE PRINCIPAL
0561;8;EDUCATEUR DE JEUNES ENFANTS DE CLASSE EXCEPTIONNELLE;510;0856;08/08/2007;1;EDUCATEUR DE JEUNES ENFANTS CL SUPERIEURE
0562;8;SECRETAIRE MEDICAL CL NORMALE;510;0983;16/06/2011;1;ASSISTANT MEDICO ADM CL NORMALE (1ER GRADE)
0563;8;SECRETAIRE MEDICAL CL SUPERIEURE;510;0984;16/06/2011;1;ASSISTANT MEDICO ADM CL SUP (2EME GRADE)
0564;8;TECHNICIEN SUPERIEUR (ADJOINT TECHN CL NORMALE);510;0981;30/06/2011;1;TECHNICIEN SUPERIEUR HOSP 2EME CL (2EME GRADE)
0565;8;TECHNICIEN SUPERIEUR PRINCIPAL (ADJOINT TECHN CL SUPERIEURE);510;0982;30/06/2011;1;TECHNICIEN SUPERIEUR HOSP 1ERE CL (3EME GRADE)
0569;8;EDUCATEUR DE JEUNES ENFANTS DE CLASSE NORMALE;510;0855;08/08/2007;1;EDUCATEUR DE JEUNES ENFANTS CL NORMALE
0570;8;EDUCATEUR DE JEUNES ENFANTS DE CLASSE SUPERIEURE;510;0855;08/08/2007;1;EDUCATEUR DE JEUNES ENFANTS CL NORMALE
0571;8;TECHNICIEN SUPER CHEF (ADJ CAD TECH CL EXCEP)(A P DE PARIS);610;0997;26/01/2012;1;TECHNICIEN SUPERIEUR HOSP 1ERE CL (3EME GR)
0572;8;TECHNICIEN SUPER (ADJ CAD TECH CL NOR)(A P DE PARIS);610;0996;26/01/2012;1;TECHNICIEN SUPERIEUR HOSP 2EME CL (2EME GR)
