code_grade_NEG;code_etat_grade;libelle_grade_NEG;categh;code_FP;code_cadre_corps;code_etat_cadre_corps;libelle_cadre_corps;code_filiere
N00222;1;DIRECTEUR VETERINAIRE VILLE DE 20000 A 40000 HABITANTS;A;110;<null>;;;
N00223;1;DIRECTEUR VETERINAIRE ADJOINT VILLE DE PLUS DE 150000 HAB;A;110;<null>;;;
N00224;1;DIRECTEUR VETERINAIRE ADJOINT VILLE DE 80000 A 150000 HAB;A;110;<null>;;;
N00225;1;DIRECTEUR VETERINAIRE ADJOINT;A;110;<null>;;;
N00226;1;INSPECTEUR PRINCIPAL PREPOSE CONTROLE SALUBRITE VIANDES ET;;110;<null>;;;
N00227;1;INSPECTEUR PREPOSE CONTROLE SALUBRITE VIANDES ET DENREES;;110;<null>;;;
N00228;8;INSPECTEUR PREPOSE CONTROLE SALUBRITE VILLES MOINS DE;;110;<null>;;;
N00229;2;INSPECTEUR PREPOSE CONTROLE SALUBRITE VILLES PLUS DE;;110;<null>;;;
N00230;7;ADJOINT D ENSEIGNEMENT MUSICAL * AVEC DIPLOME;;110;<null>;;;
N00232;7;RECEVEUR PRINCIPAL REGIE DROIT PLACE HALLE MARCHE ABATTOIR;;110;<null>;;;
N00233;8;RECEVEUR PRINCIPAL ABATTOIRS VILLE DE PLUS DE 150000 HAB;;110;<null>;;;
N00234;8;RECEVEUR PRINCIPAL ABATTOIRS VILLE DE MOINS DE 150000 HAB;;110;<null>;;;
N00235;8;RECEVEUR PRINCIPAL ABATTOIRS VILLE DE PLUS DE 20000 HAB;;110;<null>;;;
N00237;7;RECEVEUR REGIE DES DROITS DE PLACE HALLES MARCHES ABATTOIRS;;110;<null>;;;
N00238;2;RECEVEUR DES ABATTOIRS DANS LES VILLES DE PLUS DE 10000 HAB;;110;<null>;;;
N00239;2;CONTROLEUR REGIE DROIT DE PLACE HALLES ET MARCHES DANS VILLE;;110;<null>;;;
N00241;7;CONSERVATEUR DES MUSEES CONTROLES DE 1ERE CATEGORIE;;110;<null>;;;
N00242;7;CONSERVATEUR DES MUSEES CONTROLES DE 2EME CATEGORIE;;110;<null>;;;
N00244;7;SURVEILLANT CHEF GARDIEN DE MUSEE;;110;<null>;;;
N00245;7;GARDIEN DE MUSEE;;110;<null>;;;
N00246;8;GARDIEN DE MUSEE DE 1ERE CATEGORIE;;110;<null>;;;
N00248;8;GARDIEN DE MUSEE 2EME CATEGORIE;;110;<null>;;;
N00249;7;ARCHIVISTE 1ERE CATEGORIE;;110;<null>;;;
N00250;7;ARCHIVISTE DE 2EME CATEGORIE * ( + DE 50 000 HABITANTS );;110;<null>;;;
N00251;7;SOUS ARCHIVISTE CHEF;;110;<null>;;;
N00252;7;SOUS ARCHIVISTE PRINCIPAL;;110;<null>;;;
N00253;7;SOUS ARCHIVISTE;;110;<null>;;;
N00254;7;BIBLIOTHECAIRE 1ERE CATEGORIE;;110;<null>;;;
N00255;7;BIBLIOTHECAIRE 2E CATEGORIE * ( + DE 20 000 HABITANTS );;110;<null>;;;
N00256;7;SOUS BIBLIOTHECAIRE CHEF;;110;<null>;;;
N00257;7;SOUS BIBLIOTHECAIRE PRINCIPAL;;110;<null>;;;
N00258;7;SOUS BIBLIOTHECAIRE;;110;<null>;;;
N00259;7;EMPLOYE PRINCIPAL DE BIBLIOTHEQUE;;110;<null>;;;
N00261;7;EMPLOYE DE BIBLIOTHEQUE;;110;<null>;;;
N00263;7;SURVEILLANT DE BIBLIOTHEQUE;;110;<null>;;;
N00264;7;GARDIEN OU GARCON DE BIBLIOTHEQUE;;110;<null>;;;
N00265;8;GARDIEN OU GARCON DE BIBLIOTHEQUE 1ERE CATEGORIE;;110;<null>;;;
N00267;8;GARDIEN OU GARCON DE BIBLIOTHEQUE 2EME CATEGORIE;;110;<null>;;;
N00268;7;DIRECTEUR DE CONSERVATOIRE NATIONAL DE REGION;;110;<null>;;;
N00269;7;DIRECTEUR D'ECOLE NATIONALE DE MUSIQUE;;110;<null>;;;
N00270;7;DIRECTEUR DE 1ERE CATEGORIE DE L'ECOLE DES BEAUX ARTS;;110;<null>;;;
N00271;7;DIRECTEUR DE 2EME CATEGORIE DE L'ECOLE DES BEAUX ARTS;;110;<null>;;;
N00272;7;PROFESSEUR ECOLES NATIONALES DE MUSIQUE ET DES BEAUX ARTS;;110;<null>;;;
N00273;8;PROFESSEUR ECOLES NATIONALES DE MUSIQUE ET DES BEAUX ARTS;;110;<null>;;;
N00274;7;CHEF DE SERVICE DES SPORTS;;110;<null>;;;
N00275;7;MONITEUR CHEF SERVICE DES SPORTS;;110;<null>;;;
N00279;7;AIDE MONITEUR D'EDUCATION PHYSIQUE;;110;<null>;;;
N00280;7;MONITEUR D EDUCATION PHYSIQUE DE 1ERE CATEGORIE;;110;<null>;;;
N00283;7;MAITRE NAGEUR  OU  MAITRE NAGEUR-SAUVETEUR ( M N S );;110;<null>;;;
N00285;7;ORDONNATEUR DE POMPES FUNEBRES;;110;<null>;;;
N00287;7;PORTEUR DES POMPES FUNEBRES;;110;<null>;;;
N00288;7;GARDIEN DE CIMETIERE;;110;<null>;;;
N00289;8;GARDIEN DE CIMETIERE 1ERE CATEGORIE;;110;<null>;;;
N00291;8;GARDIEN DE CIMETIERE 2IEME CATEGORIE;;110;<null>;;;
N00292;7;BRIGADIER CHEF PRINCIPAL DE LA POLICE MUNICIPALE;;110;<null>;;;
N00294;7;BRIGADIER CHEF DE LA POLICE MUNICIPALE;;110;<null>;;;
N00296;7;BRIGADIER DE LA POLICE MUNICIPALE;;110;<null>;;;
N00297;7;GARDIEN PRINCIPAL DE LA POLICE MUNICIPALE;;110;<null>;;;
N00299;7;GARDIEN DE LA POLICE MUNICIPALE;;110;<null>;;;
N00301;7;GARDE CHAMPETRE POLICE;;110;<null>;;;
N00302;7;DIRECTEUR DU C C A S  VILLE DE PLUS DE 400000 HABITANTS;;110;<null>;;;
N00303;7;DIRECTEUR DU C C A S  VILLE DE 150000 A 400000 HABITANTS;;110;<null>;;;
N00304;7;DIRECTEUR DU C C A S  VILLE DE 80000 A 150000 HABITANTS;;110;<null>;;;
N00305;7;DIRECTEUR DU C C A S  VILLE DE 40000 A 80000 HABITANTS;;110;<null>;;;
N00306;7;DIRECTEUR DU C C A S  VILLE DE 20000 A 40000 HABITANTS;;110;<null>;;;
N00307;7;DIRECTEUR DU C C A S  VILLE DE 10000 A 20000 HABITANTS;;110;<null>;;;
N00308;7;DIRECTEUR DU C C A S  VILLE DE MOINS DE 10000 HABITANTS;;110;<null>;;;
N00309;7;AIDE OUVRIER PROFESSIONNEL;;110;<null>;;;
N00310;1;DIRECTEUR CLASSE FONCTIONNELLE FOYER DE L'ENFANCE ET MINEURS;;510;<null>;;;
N00311;1;DIRECTEUR 1ERE CLASSE FOYER DE L'ENFANCE ET MINEURS;;510;<null>;;;
N00312;1;DIRECTEUR 2IEME CLASSE FOYER DE L'ENFANCE ET MINEURS;;510;<null>;;;
N00313;7;PERSONNEL DE DIRECTION 1ERE CLASSE;;510;<null>;;;
N00314;7;PERSONNEL DE DIRECTION 1ERE CLASSE HORS ECHELLE A;;510;<null>;;;
N00315;7;PERSONNEL DE DIRECTION 1ERE CLASSE HORS ECHELLE B;;510;<null>;;;
N00317;7;PERSONNEL DE DIRECTION 2E CLASSE;;510;<null>;;;
N00318;7;PERSONNEL DE DIRECTION 3E CLASSE;;510;<null>;;;
N00319;1;PERSONNEL DE DIRECTION 3E CLASSE ASSISTANT;;510;<null>;;;
N00321;7;PERSONNEL DE DIRECTION 4E CLASSE;;510;<null>;;;
N00322;8;PERSONNEL DE DIRECTION 5E CLASSE;;510;<null>;;;
N00323;7;DIRECTEUR GENERAL DE CHR AUTRES ETABLISSEMENTS;;510;<null>;;;
N00324;8;DIRECTEUR GENERAL DU CHR DE BORDEAUX;;510;<null>;;;
N00325;8;DIRECTEUR GENERAL DU CHR DE GRENOBLE;;510;<null>;;;
N00326;8;DIRECTEUR GENERAL DU CHR DE LILLE;;510;<null>;;;
N00327;8;DIRECTEUR GENERAL DU CHR DE MONTPELLIER;;510;<null>;;;
N00328;8;DIRECTEUR GENERAL DU CHR DE NANCY;;510;<null>;;;
N00329;8;DIRECTEUR GENERAL DU CHR DE NANTES;;510;<null>;;;
N00330;8;DIRECTEUR GENERAL DU CHR DE RENNES;;510;<null>;;;
N00331;8;DIRECTEUR GENERAL DU CHR DE ROUEN;;510;<null>;;;
N00332;1;ECONOME ETABLISSEMENTS PUBLICS D'HOSPITALISATION, DE SOINS;;510;<null>;;;
N00333;1;ECONOME ETABLISSEMENTS PUBLICS D'HOSPITALISATION, DE SOINS;;510;<null>;;;
N00334;8;DIRECTEUR GENERAL DU CHR DE STRASBOURG;;510;<null>;;;
N00335;8;DIRECTEUR GENERAL DU CHR DE TOULOUSE;;510;<null>;;;
N00336;1;SOUS ECONOME ETABLISSEMENTS PUBLICS D'HOSPITALISATION DE;;510;<null>;;;
N00337;1;SOUS ECONOME ETS PUBLICS D'HOSPITALISATION DE SOINS OU DE;;510;<null>;;;
N00338;1;ECONOME ETS PUBLICS HOSPITALISATION SOINS CURE 4IEME CLASSE;;510;<null>;;;
N00339;1;CHEF DES SERVICES ADMINISTRATIFS HOPITAUX PSYCHIATRIQUES DE;A;510;<null>;;;
N00340;1;CHEF DES SERVICES ADMINISTRATIFS HOPITAUX PSYCHIATRIQUES DE;A;510;<null>;;;
N00341;1;CHEF DES SERVICES ADMINISTRATIFS HOPITAUX PSYCHIATRIQUES DE;A;510;<null>;;;
N00342;1;PHARMACIEN RESIDENT CHEF 1ERE CLASSE;;510;<null>;;;
N00343;1;PHARMACIEN RESIDENT CHEF 2E CLASSE;;510;<null>;;;
N00344;1;PHARMACIEN RESIDENT;;510;<null>;;;
N00345;7;CHEF DE BUREAU ETS DE PLUS DE 2000 LITS VILLE SIEGE D'UNE;;510;<null>;;;
N00346;7;CHEF DE BUREAU ETS DE CURE AUTRES QUE CEUX SITUES DANS VILLE;;510;<null>;;;
N00347;1;SECRETAIRE DE DIRECTION HOPITAUX PSYCHIATRIQUES PLUS DE 2000;;510;<null>;;;
N00348;1;SECRETAIRE DE DIRECTION HOPITAUX PSYCHIATRIQUES DE 1000 A;;510;<null>;;;
N00349;1;SECRETAIRE DE DIRECTION HOPITAUX PSYCHIATRIQUES MOINS DE;;510;<null>;;;
N00350;1;SECRETAIRE DE DIRECTION ETABLISSEMENT DE CURE DE PLUS DE 500;;510;<null>;;;
N00351;1;SECRETAIRE DE DIRECTION ETABLISSEMENT DE CURE 200 A 500 LITS;;510;<null>;;;
N00352;1;SECRETAIRE DE DIRECTION ETABLISSEMENT DE CURE MOINS DE 200;;510;<null>;;;
N00353;7;ADJOINT DES CADRES HOSPITALIERS CLASSE SUPERIEURE;;510;<null>;;;
N00354;7;ADJOINT DES CADRES HOSPITALIERS CLASSE NORMALE;;510;<null>;;;
N00355;8;ADJOINT DES CADRES HOSPITALIERS DANS LES ETABLISSEMENTS DE;;510;<null>;;;
N00356;8;ADJOINT DES CADRES HOSPITALIERS ETABLISSEMENTS DE 2001 A;;510;<null>;;;
N00357;2;ADJOINT DES CADRES HOSPITALIERS ETABLISSEMENTS DE MOINS DE;;510;<null>;;;
N00358;8;SECRETAIRE D'ADMINISTRATION HOSPITALIERE;;510;<null>;;;
N00359;7;AGENT PRINCIPAL;;510;<null>;;;
N00360;7;COMMIS;;510;<null>;;;
N00361;2;AGENT DU SERVICE INTERIEUR DE 3EME CATEGORIE;;510;<null>;;;
N00362;1;SECRETAIRE MEDICAL PRINCIPAL (*);;510;<null>;;;
N00363;1;SECRETAIRE MEDICAL (*);C;510;<null>;;;
N00364;7;STENODACTYLOGRAPHE;;510;<null>;;;
N00365;1;AGENT DE BUREAU *;;510;<null>;;;
N00366;7;DACTYLOGRAPHE;;510;<null>;;;
N00367;7;CHEF DE STANDARD TELEPHONIQUE;;510;<null>;;;
N00368;7;TELEPHONISTE PRINCIPAL;;510;<null>;;;
N00369;7;TELEPHONISTE;;510;<null>;;;
N00370;7;SURVEILLANT CHEF DES SERVICES MEDICAUX;;510;<null>;;;
N00371;2;SURVEILLANT DES SERVICES MEDICAUX ETABLISSEMENTS DE PLUS DE;;510;<null>;;;
N00372;2;SURVEILLANT CHEF DES SERVICES MEDICAUX ETABLISSEMENTS DE;;510;<null>;;;
N00373;7;SURVEILLANT CHEF D'ORTHOPHONIE;;510;<null>;;;
N00374;7;SURVEILLANT CHEF D'ORTHOPTIE;;510;<null>;;;
N00375;7;SURVEILLANT CHEF DE DIETETIQUE;;510;<null>;;;
N00376;7;SURVEILLANT DES SERVICES MEDICAUX;;510;<null>;;;
N00377;8;SURVEILLANT DE MASSO-KINESITHERAPIE;;510;<null>;;;
N00378;7;CHEF D'UNITE DE SOINS;;510;<null>;;;
N00379;7;DIETETICIEN;;510;<null>;;;
N00380;7;ORTHOPTISTE;;510;<null>;;;
N00381;7;ORTHOPHONISTE;;510;<null>;;;
N00382;7;PSYCHOREEDUCATEUR;;510;<null>;;;
N00383;7;PEDICURE;;510;<null>;;;
N00384;7;INFIRMIER GENERAL;;510;<null>;;;
N00385;7;INFIRMIER GENERAL ADJOINT;;510;<null>;;;
N00386;7;INFIRMIER SPECIALISE;;510;<null>;;;
N00387;7;INFIRMIER;;510;<null>;;;
N00388;7;;;510;<null>;;;
N00389;7;;;510;<null>;;;
N00390;7;;;510;<null>;;;
N00391;7;MASSEUR KINESITHERAPEUTE;;510;<null>;;;
N00392;7;ERGOTHERAPEUTE;;510;<null>;;;
N00393;7;AIDE SOIGNANT;;510;<null>;;;
N00394;2;AIDE SOIGNANT CADRE PERMANENT;;510;<null>;;;
N00395;2;AIDE SOIGNANT CADRE D'EXTINCTION;;510;<null>;;;
N00396;7;AGENT DES SERVICES HOSPITALIERS;;510;<null>;;;
N00397;8;AGENT DES SERVICES HOSPITALIERS 2IEME CATEGORIE;;510;<null>;;;
N00398;8;AGENT DES SERVICES HOSPITALIERS 1ERE CATEGORIE;;510;<null>;;;
N00399;7;PSYCHOLOGUE;;510;<null>;;;
N00400;7;DIRECTEUR DES ECOLES DE CADRES RATTACHEES A UN ETABLISSEMENT;;510;<null>;;;
N00401;7;MONITEUR DES ECOLES DE CADRES RATTACHEES A UN ETABLISSEMENT;;510;<null>;;;
N00402;7;DIRECTEUR ECOLE PLUS DE 200 ELEVES *PROFESSIONS PARAMEDI-;;510;<null>;;;
N00403;7;DIRECTEUR ECOLE 80 A 200 ELEVES *PROFESSIONS PARAMEDICALES;;510;<null>;;;
N00404;7;DIRECTEUR ECOLE MOINS DE 80 ELEVES *PROFESSIONS PARAMEDI-;;510;<null>;;;
N00405;7;MONITEUR ECOLES INFIRMIERS ET INFIRMIERES RATTACHEES A UN;;510;<null>;;;
N00406;1;ADJOINT D'INTERNAT D'ECOLE D'INFIRMIER(ES);;510;<null>;;;
N00407;7;ASSISTANT SOCIAL CHEF;;510;<null>;;;
N00410;1;DIRECTEUR MAISON MATERNELLE OU POUPONNIERE ETABLISSEMENTS DE;;510;<null>;;;
N00411;1;DIRECTEUR MAISON MATERNELLE OU POUPONNIERE ETABLISSEMENTS DE;;510;<null>;;;
N00412;1;DIRECTEUR DE FOYER DE 1ERE CLASSE SCES DEPARTEMENTAUX AIDE;;510;<null>;;;
N00413;8;DIRECTEUR DE FOYER DE L'ENFANCE NON RATTACHE A ETABLISSEMENT;;510;<null>;;;
N00414;8;DIRECTEUR DE CENTRE DU SERVICE DEPARTEMENTAL DE L AIDE SOCIA;;510;<null>;;;
N00415;1;DIRECTEUR DE FOYER DE 2EME CLASSE SCES DEPARTEMENTAUX AIDE;;510;<null>;;;
N00416;1;DIRECTEUR DE FOYER DE CLASSE FONCTIONNELLE SCES DEPART AIDE;;510;<null>;;;
N00417;7;CHEF DE SECTION INF MAISON MATERNELLE OU POUPONNIERE SCES;;510;<null>;;;
N00418;1;ECONOME DES SERVICES DEPARTEMENTAUX DE L'AIDE SOCIALE A;;510;<null>;;;
N00419;7;EDUCATEUR CHEF DES SERVICES DEPARTEMENTAUX DE L'AIDE SOCIALE;;510;<null>;;;
N00420;7;EDUCATEUR SPECIALISE DES SERVICES DEPARTEMENTAUX DE L'AIDE;;510;<null>;;;
N00421;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS;;110;<null>;;;
N00422;7;MONITEUR EDUCATEUR DES SERVICES DEPARTEMENTAUX DE L'AIDE;;510;<null>;;;
N00423;8;MONITEUR EDUCATEUR DE 1ERE CLASSE SCES DEPARTEMENTAUX AIDE;;510;<null>;;;
N00424;8;MONITEUR EDUCATEUR DE 2EME CLASSE;;510;<null>;;;
N00425;7;MONITEUR D'ENSEIGNEMENT MENAGER SCES DEPARTEMENTAUX AIDE;;510;<null>;;;
N00426;7;MONITEUR D'ATELIER DES SERVICES DEPARTEMENTAUX DE L'AIDE;;510;<null>;;;
N00427;7;MONITEUR  DE JARDIN D'ENFANTS SCES DEPARTEMENTAUX DE L'AIDE;;510;<null>;;;
N00428;1;;;510;<null>;;;
N00429;7;SURVEILLANT CHEF DES SERVICES DE LABORATOIRE;;510;<null>;;;
N00430;7;SURVEILLANT DES SERVICES DE LABORATOIRE;;510;<null>;;;
N00431;7;SURVEILLANT CHEF DES SERVICES D'ELECTRORADIOLOGIE;;510;<null>;;;
N00432;7;SURVEILLANT DES SERVICES D'ELECTRORADIOLOGIE;;510;<null>;;;
N00433;7;PREPARATEUR EN PHARMACIE CADRE PERMANENT CLASSE NORMALE;;510;<null>;;;
N00434;1;PREPARATEUR EN PHARMACIE (CADRE D'EXTINCTION);;510;<null>;;;
N00435;7;PREPARATEUR EN PHARMACIE CLASSE FONCTIONNELLE;;510;<null>;;;
N00436;1;AIDE PREPARATEUR EN PHARMACIE (*);;510;<null>;;;
N00437;1;TECHNICIEN DE LABORATOIRE  ( CLASSE NORMALE );B;510;<null>;;;
N00438;7;TECHNICIEN DE LABORATOIRE  ( CLASSE FONCTIONNELLE );B;510;<null>;;;
N00439;7;LABORANTIN;;510;<null>;;;
N00440;1;AIDE TECHNIQUE D'ELECTRORADIOLOGIE (*);;510;<null>;;;
N00441;1;AIDE D'ELECTRORADIOLOGIE DE CLASSE NORMALE(*);C;510;<null>;;;
N00442;8;AIDE RADIOLOGISTE;;510;<null>;;;
N00443;1;AIDE TECHNIQUE DE LABORATOIRE;;510;<null>;;;
N00444;7;INGENIEUR EN CHEF PLUS DE 3000 LITS;;510;<null>;;;
N00445;7;INGENIEUR EN CHEF DE 1501 A 3000 LITS;;510;<null>;;;
N00446;7;INGENIEUR EN CHEF DE MOINS DE 1500 LITS;;510;<null>;;;
N00447;7;INGENIEUR PRINCIPAL PLUS DE 3000 LITS;;510;<null>;;;
N00448;7;INGENIEUR PRINCIPAL DE 1501 A 3000 LITS;;510;<null>;;;
N00449;7;INGENIEUR PRINCIPAL MOINS DE 1500 LITS;;510;<null>;;;
N00450;7;INGENIEUR SUBDIVISIONNAIRE;;510;<null>;;;
N00451;7;ADJOINT TECHNIQUE PRINCIPAL;;510;<null>;;;
N00452;7;ADJOINT TECHNIQUE CHEF;;510;<null>;;;
N00453;8;CHEF DE SECTION PRINCIPAL;;510;<null>;;;
N00454;8;CHEF DE SECTION;;510;<null>;;;
N00455;7;ADJOINT TECHNIQUE;;510;<null>;;;
N00456;8;CHEF DE CULTURE;;510;<null>;;;
N00457;7;DESSINATEUR CHEF DE GROUPE;;510;<null>;;;
N00458;7;DESSINATEUR;;510;<null>;;;
N00459;7;CONTREMAITRE PRINCIPAL *NOMME APRES LE 02 02 77;;510;<null>;;;
N00460;7;CONTREMAITRE;;510;<null>;;;
N00461;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS;;510;<null>;;;
N00462;2;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS DE 2E CATEGORIE;;510;<null>;;;
N00463;2;CHEF D'EQUIPE;;510;<null>;;;
N00464;7;AGENT CHEF 1ERE CATEGORIE;;510;<null>;;;
N00465;7;AGENT CHEF 2EME CATEGORIE;;510;<null>;;;
N00466;7;MAITRE OUVRIER;;510;<null>;;;
N00467;7;OUVRIER PROFESSIONNEL 1ERE CATEGORIE;;510;<null>;;;
N00468;7;CHEF D'EQUIPE D'OUVRIERS PROFESSIONNELS 1ERE CATEGORIE;;510;<null>;;;
N00469;7;OUVRIER PROFESSIONNEL 2IEME CATEGORIE;;510;<null>;;;
N00470;7;OUVRIER CHEF 1ERE CATEGORIE;;510;<null>;;;
N00471;2;;;510;<null>;;;
N00472;2;;;510;<null>;;;
N00473;7;OUVRIER PROFESSIONNEL 3IEME CATEGORIE;;510;<null>;;;
N00474;2;;;510;<null>;;;
N00475;7;CHEF DE GARAGE;;510;<null>;;;
N00476;1;MANOEUVRE *;;510;<null>;;;
N00477;8;MANOEUVRE SPECIALISE CADRE D'EXTINCTION;;510;<null>;;;
N00478;8;MANOEUVRE 1ERE CATEGORIE;;510;<null>;;;
N00479;8;MANOEUVRE 2E CATEGORIE;;510;<null>;;;
N00480;2;MANOEUVRE DE FORCE;;510;<null>;;;
N00481;7;CONDUCTEUR AMBULANCIER;;510;<null>;;;
N00482;7;CONDUCTEUR D'AUTOMOBILES PREMIERE CATEGORIE;;510;<null>;;;
N00483;2;CONDUCTEUR D AUTOMOBILES POIDS LOURDS;;510;<null>;;;
N00484;7;CONDUCTEUR D'AUTOMOBILES 2IEME CATEGORIE;;510;<null>;;;
N00485;2;CONDUCTEUR AUTO TOURISME UTILITAIRE;;510;<null>;;;
N00486;7;SURVEILLANT DE SERVICE INTERIEUR;;510;<null>;;;
N00487;2;SURVEILLANT DES SERVICES GENERAUX;;510;<null>;;;
N00488;7;CHEF DE SERVICE INTERIEUR;;510;<null>;;;
N00489;7;AGENT DU SERVICE INTERIEUR;;510;<null>;;;
N00490;8;AGENT DU SERVICE INTERIEUR DE PREMIERE CATEGORIE;;510;<null>;;;
N00491;8;AGENT DU SERVICE INTERIEUR DE DEUXIEME CATEGORIE;;510;<null>;;;
N00492;2;AGENT DU SERVICE INTERIEUR;;510;<null>;;;
N00493;2;AGENT DU SERVICE INTERIEUR DE PREMIERE CATEGORIE;;510;<null>;;;
N00494;2;AGENT DU SERVICE INTERIEUR DE DEUXIEME CATEGORIE;;510;<null>;;;
N00495;2;PREPOSE;;510;<null>;;;
N00496;2;HUISSIER CONCIERGE;;510;<null>;;;
N00497;2;CONCIERGE CHARGE DU CONTROLE DES ENTREES OU D'UN STANDARD;;510;<null>;;;
N00498;2;;;510;<null>;;;
N00499;2;GARCON D AMPHITHEATRE;;510;<null>;;;
N00500;2;GARCON DE LABORATOIRE;;510;<null>;;;
N00501;7;AGENT D'AMPHITHEATRE;;510;<null>;;;
N00502;7;AGENT DE DESINFECTION;;510;<null>;;;
N00503;7;CHAUFFEUR DE CHAUDIERES A HAUTE PRESSION;;510;<null>;;;
N00504;1;CHAUFFEUR DE CHAUDIERES A BASSE PRESSION;;510;<null>;;;
N00505;1;AUMONIER DES HOPITAUX ET HOSPICES;;510;<null>;;;
N00506;1;ANALYSTE PROGRAMMEUR DES CENTRES REGIONAUX D'INFORMATIQUE;;510;<null>;;;
N00507;1;CHEF PUPITREUR DES CENTRES REGIONAUX D INFORMATIQUE;;510;<null>;;;
N00508;1;PROGRAMMEUR SYSTEME DES CENTRES REGIONAUX D'INFORMATIQUE;;510;<null>;;;
N00509;1;PROGRAMMEUR DES CENTRES REGIONAUX D'INFORMATIQUE HOSPITA-;;510;<null>;;;
N00510;1;PREPARATEUR DES CENTRES REGIONAUX;;510;<null>;;;
N00511;1;PUPITREUR DES CENTRES REGIONAUX D'INFORMATIQUE HOSPITALIERE;;510;<null>;;;
N00512;1;CONTROLEUR DE TRAVAUX DES CENTRES REGIONAUX D'INFORMATIQUE;;510;<null>;;;
N00513;1;MAGNETOTHECAIRE DES CENTRES REGIONAUX D'INFORMATIQUE HOSPI-;;510;<null>;;;
N00514;1;MONITEUR DE SAISIE DES CENTRES REGIONAUX D'INFORMATIQUE;;510;<null>;;;
N00515;1;OPERATEUR DES CENTRES REGIONAUX D'INFORMATIQUE HOSPITALIERE;;510;<null>;;;
N00516;1;DACTYLOCODEUR  DES CENTRES REGIONAUX D INFORMATIQUE;;510;<null>;;;
N00517;7;DIRECTEUR D'ECOLE DE CADRES DE SAGES FEMMES;;510;<null>;;;
N00518;7;MONITEUR ECOLE DE CADRES DE SAGES FEMMES;;510;<null>;;;
N00519;7;DIRECTEUR D'ECOLE DE SAGES FEMMES;;510;<null>;;;
N00520;7;MANIPULATEUR D'ELECTRORADIOLOGIE;;510;<null>;;;
N00521;7;MEDECIN, DIRECTEUR DE BUREAU D'HYGIENE VILLE DE 150000 A;;110;<null>;;;
N00522;7;MONITEUR D'ECOLE DE SAGES FEMMES;;510;<null>;;;
N00523;7;RECEVEUR PLACIER REGIE DROIT DE PLACE HALLE MARCHE ABATTOIR;;110;<null>;;;
N00524;8;CONTREMAITRE PRINCIPAL *NOMME AVANT LE 02 02 77;;510;<null>;;;
N00525;7;DIRECTEUR DE CATEGORIE B;;113;<null>;;;
N00526;7;DIRECTEUR DE CATEGORIE C;;113;<null>;;;
N00527;7;DIRECTEUR DE CATEGORIE D;;113;<null>;;;
N00528;7;SOUS DIRECTEUR DE CATEGORIE A;;113;<null>;;;
N00529;1;AGENT COMPTABLE DE CATEGORIE A;;113;<null>;;;
N00530;1;AGENT COMPTABLE DE CATEGORIE B;;113;<null>;;;
N00531;1;AGENT COMPTABLE DE CATEGORIE C;;113;<null>;;;
N00532;1;AGENT COMPTABLE DE CATEGORIE D;;113;<null>;;;
N00533;7;CHEF DE SERVICE ETABLISSEMENT DE CATEGORIE A;;113;<null>;;;
N00534;7;CHEF DE SERVICE ETABLISSEMENT DE CATEGORIE B;;113;<null>;;;
N00535;7;REDACTEUR PRINCIPAL ETABLISSEMENTS DE CATEGORIE A ET B;;113;<null>;;;
N00536;7;REDACTEUR;;113;<null>;;;
N00537;7;CONCIERGE;;113;<null>;;;
N00538;7;GARCON DE BUREAU;;113;<null>;;;
N00539;7;AGENT DE BUREAU;;113;<null>;;;
N00540;7;PREPOSE;;113;<null>;;;
N00541;7;AGENT TECHNIQUE DE BUREAU;;113;<null>;;;
N00542;7;STENODACTYLOGRAPHE;;113;<null>;;;
N00543;7;AGENT PRINCIPAL;;113;<null>;;;
N00544;7;COMMIS;;113;<null>;;;
N00545;7;DIRECTEUR OPHLM DE 300 A 800 LOGEMENTS;;114;<null>;;;
N00546;7;DIRECTEUR OPHLM DE 801 A 1500 LOGEMENTS;;114;<null>;;;
N00547;7;DIRECTEUR OPHLM DE 1501 A 3000 LOGEMENTS;;114;<null>;;;
N00548;7;DIRECTEUR OPHLM DE 3001 A 5000 LOGEMENTS;;114;<null>;;;
N00549;7;DIRECTEUR OPHLM DE 5001 A 10000 LOGEMENTS;;114;<null>;;;
N00550;7;DIRECTEUR OPHLM DE 10001 A 15000 LOGEMENTS;;114;<null>;;;
N00551;7;DIRECTEUR OPHLM DE 15001 A 20000 LOGEMENTS;;114;<null>;;;
N00552;7;DIRECTEUR OPHLM DE PLUS DE 20000 LOGEMENTS;;114;<null>;;;
N00553;7;SOUS DIRECTEUR OPHLM DE PLUS DE 5000 LOGEMENTS;;114;<null>;;;
N00554;7;DIRECTEUR ADJOINT OPHLM DE 10001 A 15000 LOGEMENTS;;114;<null>;;;
N00555;7;DIRECTEUR ADJOINT OPHLM DE PLUS DE 15000 LOGEMENTS;;114;<null>;;;
N00556;7;ATTACHE PRINCIPAL OPHLM DE PLUS DE 5000 LOGEMENTS;;114;<null>;;;
N00557;7;ATTACHE DE 1ERE CLASSE OPHLM DE PLUS DE 3000 LOGEMENTS;;114;<null>;;;
