,date_effet_grille,ib,code_grade_NETNEH,echelon,max_mois,min_mois,moy_mois,libelle_FP,libelle_grade_NEG,code_grade_NEG,code_grade,annee_effet
2240,1993-01-08,407,2944,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,1993
2241,1993-01-08,443,2944,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,1993
2242,1993-01-08,480,2944,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,1993
2243,1993-01-08,519,2944,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,1993
2244,1993-01-08,558,2944,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,1993
2245,2002-01-01,322,2944,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2002
2246,2002-01-01,346,2944,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2002
2247,2002-01-01,372,2944,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2002
2248,2002-01-01,407,2944,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2002
2249,2002-01-01,443,2944,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2002
2250,2002-01-01,480,2944,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2002
2251,2002-01-01,519,2944,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2002
2252,2002-01-01,568,2944,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2002
2253,2011-06-30,350,2944,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2011
2254,2011-06-30,357,2944,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2011
2255,2011-06-30,375,2944,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2011
2256,2011-06-30,416,2944,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2011
2257,2011-06-30,449,2944,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2011
2258,2011-06-30,486,2944,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2011
2259,2011-06-30,525,2944,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2011
2260,2011-06-30,572,2944,8,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2011
2261,2011-06-30,614,2944,9,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,PSYCHOMOTRICIEN CL NORMALE (1ER GRADE),458,458,2011
2262,1993-01-08,322,2945,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,1993
2263,1993-01-08,346,2945,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,1993
2264,1993-01-08,372,2945,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,1993
2265,1993-01-08,407,2945,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,1993
2266,1993-01-08,443,2945,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,1993
2267,1993-01-08,480,2945,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,1993
2268,1993-01-08,519,2945,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,1993
2269,1993-01-08,558,2945,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,1993
2270,2002-01-01,322,2945,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2002
2271,2002-01-01,346,2945,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2002
2272,2002-01-01,372,2945,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2002
2273,2002-01-01,407,2945,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2002
2274,2002-01-01,443,2945,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2002
2275,2002-01-01,480,2945,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2002
2276,2002-01-01,519,2945,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2002
2277,2002-01-01,568,2945,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2002
2278,2011-06-30,350,2945,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2011
2279,2011-06-30,357,2945,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2011
2280,2011-06-30,375,2945,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2011
2281,2011-06-30,416,2945,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2011
2282,2011-06-30,449,2945,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2011
2283,2011-06-30,486,2945,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2011
2284,2011-06-30,525,2945,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2011
2285,2011-06-30,572,2945,8,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2011
2286,2011-06-30,614,2945,9,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPHONISTE CL NORMALE (1ER GRADE),459,459,2011
2287,1993-01-08,322,2946,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,1993
2288,1993-01-08,346,2946,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,1993
2289,1993-01-08,372,2946,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,1993
2290,1993-01-08,407,2946,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,1993
2291,1993-01-08,443,2946,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,1993
2292,1993-01-08,480,2946,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,1993
2293,1993-01-08,519,2946,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,1993
2294,1993-01-08,558,2946,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,1993
2295,2002-01-01,322,2946,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2002
2296,2002-01-01,346,2946,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2002
2297,2002-01-01,372,2946,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2002
2298,2002-01-01,407,2946,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2002
2299,2002-01-01,443,2946,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2002
2300,2002-01-01,480,2946,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2002
2301,2002-01-01,519,2946,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2002
2302,2002-01-01,568,2946,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2002
2303,2011-06-30,350,2946,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2011
2304,2011-06-30,357,2946,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2011
2305,2011-06-30,375,2946,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2011
2306,2011-06-30,416,2946,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2011
2307,2011-06-30,449,2946,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2011
2308,2011-06-30,486,2946,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2011
2309,2011-06-30,525,2946,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2011
2310,2011-06-30,572,2946,8,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2011
2311,2011-06-30,614,2946,9,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,ORTHOPTISTE CL NORMALE (1ER GRADE),460,460,2011
2312,1993-01-08,322,2947,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,1993
2313,1993-01-08,346,2947,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,1993
2314,1993-01-08,372,2947,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,1993
2315,1993-01-08,407,2947,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,1993
2316,1993-01-08,443,2947,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,1993
2317,1993-01-08,480,2947,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,1993
2318,1993-01-08,519,2947,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,1993
2319,1993-01-08,558,2947,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,1993
2320,2002-01-01,322,2947,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2002
2321,2002-01-01,346,2947,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2002
2322,2002-01-01,372,2947,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2002
2323,2002-01-01,407,2947,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2002
2324,2002-01-01,443,2947,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2002
2325,2002-01-01,480,2947,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2002
2326,2002-01-01,519,2947,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2002
2327,2002-01-01,568,2947,8,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2002
2328,2011-06-30,350,2947,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2011
2329,2011-06-30,357,2947,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2011
2330,2011-06-30,375,2947,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2011
2331,2011-06-30,416,2947,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2011
2332,2011-06-30,449,2947,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2011
2333,2011-06-30,486,2947,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2011
2334,2011-06-30,525,2947,7,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2011
2335,2011-06-30,572,2947,8,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2011
2336,2011-06-30,614,2947,9,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,DIETETICIEN CL NORMALE,461,461,2011
2337,2015-01-09,379,2949,1,-1,-1,12,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2338,2015-01-09,401,2949,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2339,2015-01-09,433,2949,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2340,2015-01-09,459,2949,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2341,2015-01-09,491,2949,5,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2342,2015-01-09,536,2949,6,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2343,2015-01-09,578,2949,7,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2344,2015-01-09,605,2949,8,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2345,2015-01-09,631,2949,9,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2346,2015-01-09,658,2949,10,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2347,2015-01-09,680,2949,11,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL NOR (CAT SEDENTAIRE),1119,1119,2015
2348,1994-01-08,471,2951,1,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,1994
2349,1994-01-08,499,2951,2,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,1994
2350,1994-01-08,530,2951,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,1994
2351,1994-01-08,565,2951,4,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,1994
2352,1994-01-08,593,2951,5,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,1994
2353,2002-01-01,471,2951,1,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2002
2354,2002-01-01,514,2951,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2002
2355,2002-01-01,548,2951,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2002
2356,2002-01-01,580,2951,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2002
2357,2002-01-01,613,2951,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2002
2358,2002-01-01,638,2951,6,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2002
2359,2011-06-30,490,2951,1,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2011
2360,2011-06-30,522,2951,2,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2011
2361,2011-06-30,555,2951,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2011
2362,2011-06-30,585,2951,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2011
2363,2011-06-30,619,2951,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2011
2364,2011-06-30,640,2951,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2011
2365,2011-06-30,660,2951,7,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2011
2366,2012-01-01,490,2951,1,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2012
2367,2012-01-01,522,2951,2,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2012
2368,2012-01-01,555,2951,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2012
2369,2012-01-01,585,2951,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2012
2370,2012-01-01,619,2951,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2012
2371,2012-01-01,646,2951,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2012
2372,2012-01-01,675,2951,7,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,PEDICURE PODOLOGUE CL SUP (2EME GRADE),475,475,2012
2373,1994-01-08,471,2952,1,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,1994
2374,1994-01-08,499,2952,2,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,1994
2375,1994-01-08,530,2952,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,1994
2376,1994-01-08,565,2952,4,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,1994
2377,1994-01-08,593,2952,5,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,1994
2378,2002-01-01,471,2952,1,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2002
2379,2002-01-01,514,2952,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2002
2380,2002-01-01,548,2952,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2002
2381,2002-01-01,580,2952,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2002
2382,2002-01-01,613,2952,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2002
2383,2002-01-01,638,2952,6,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2002
2384,2011-06-30,490,2952,1,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2011
2385,2011-06-30,522,2952,2,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2011
2386,2011-06-30,555,2952,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2011
2387,2011-06-30,585,2952,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2011
2388,2011-06-30,619,2952,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2011
2389,2011-06-30,640,2952,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2011
2390,2011-06-30,660,2952,7,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2011
2391,2012-01-01,490,2952,1,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2012
2392,2012-01-01,522,2952,2,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2012
2393,2012-01-01,555,2952,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2012
2394,2012-01-01,585,2952,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2012
2395,2012-01-01,619,2952,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2012
2396,2012-01-01,646,2952,6,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2012
2397,2012-01-01,675,2952,7,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,MASSEUR KINESITHERAPEUTE CL SUP (2EME GRADE),476,476,2012
2398,1994-01-08,471,2953,1,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,1994
2399,1994-01-08,499,2953,2,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,1994
2400,1994-01-08,530,2953,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,1994
2401,1994-01-08,565,2953,4,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,1994
2402,1994-01-08,593,2953,5,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,1994
2403,2002-01-01,471,2953,1,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,2002
2404,2002-01-01,514,2953,2,-1,-1,24,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,2002
2405,2002-01-01,548,2953,3,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,2002
2406,2002-01-01,580,2953,4,-1,-1,36,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,2002
2407,2002-01-01,613,2953,5,-1,-1,48,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,2002
2408,2002-01-01,638,2953,6,-1,-1,-1,FONCTION PUBLIQUE HOSPITALIERE,ERGOTHERAPEUTE CL SUP (2EME GRADE)*,477,477,2002
